virusIsolate	virusStrain	virusYear	serumIsolate	serumStrain	serumYear	titer	source
B/HongKong/330/2001	B/HongKong/330/2001	2001	B/HK/330/01	B/HongKong/330/2001	2001	640	Xu2004
B/Malaysia/83077/2001	B/Malaysia/83077/2001	2001	B/HK/330/01	B/HongKong/330/2001	2001	160	Xu2004
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/HK/330/01	B/HongKong/330/2001	2001	40	MRC2002
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/HK/335/01	B/HongKong/335/2001	2001	160	MRC2002
B/Mauritius/219/2002	B/Mauritius/219/2002	2002	B/HK/330/01	B/HongKong/330/2001	2001	40	MRC2002
B/Mauritius/219/2002	B/Mauritius/219/2002	2002	B/HK/335/01	B/HongKong/335/2001	2001	320	MRC2002
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/HK/335/01	B/HongKong/335/2001	2001	320	MRC2003
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/HK/335/01	B/HongKong/335/2001	2001	640	MRC2003
B/Dakar/31/2002	B/Dakar/31/2002	2002	B/HK/335/01	B/HongKong/335/2001	2001	640	MRC2003
B/Genoa/55/2002	B/Genoa/55/2002	2002	B/HK/335/01	B/HongKong/335/2001	2001	160	Ansaldi2004
B/Genoa/33/2002	B/Genoa/33/2002	2002	B/HK/335/01	B/HongKong/335/2001	2001	160	Ansaldi2004
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/HongKong/330/2001	B/HongKong/330/2001	2001	160	Lin2007
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/HK/330/2001	B/HongKong/330/2001	2001	2560	Puzelli2004
B/Milano/5/2002	B/Milano/5/2002	2002	B/HK/330/2001	B/HongKong/330/2001	2001	1280	Puzelli2004
B/Parma/28/2002	B/Parma/28/2002	2002	B/HK/330/2001	B/HongKong/330/2001	2001	5120	Puzelli2004
B/HongKong/1351/2002	B/HongKong/1351/2002	2002	B/HongKong/22/2001	B/HongKong/22/2001	2001	160	Shaw2002
B/HongKong/1351/2002	B/HongKong/1351/2002	2002	B/HongKong/330/2001	B/HongKong/330/2001	2001	320	Shaw2002
B/NewYork/1/2002	B/NewYork/1/2002	2002	B/HongKong/22/2001	B/HongKong/22/2001	2001	160	Shaw2002
B/NewYork/1/2002	B/NewYork/1/2002	2002	B/HongKong/330/2001	B/HongKong/330/2001	2001	160	Shaw2002
B/NewYork/1/2002	B/NewYork/1/2002	2002	B/HK/330/01	B/HongKong/330/2001	2001	160	Xu2004
B/Trieste/1/2003	B/Trieste/1/2003	2003	B/HK/335/01	B/HongKong/335/2001	2001	160	MRC2003
B/Roma/3/2003	B/Roma/3/2003	2003	B/HK/335/01	B/HongKong/335/2001	2001	640	MRC2003
B/Barcelona/215/2003	B/Barcelona/215/2003	2003	B/HK/335/01	B/HongKong/335/2001	2001	320	MRC2003
B/Lipetsk/17/2003	B/Lipetsk/17/2003	2003	B/HK/335/01	B/HongKong/335/2001	2001	640	MRC2003
B/Geneva/5079/2003	B/Geneva/5079/2003	2003	B/HK/335/01	B/HongKong/335/2001	2001	320	MRC2003
B/Taiwan/14/2004	B/Taiwan/14/2004	2004	B/HongKong/330/2001	B/HongKong/330/2001	2001	20	Lin2007
B/Taiwan/39/2004	B/Taiwan/39/2004	2004	B/HongKong/330/2001	B/HongKong/330/2001	2001	20	Lin2007
B/Taiwan/61/2004	B/Taiwan/61/2004	2004	B/HongKong/330/2001	B/HongKong/330/2001	2001	20	Lin2007
B/Taiwan/74/2004	B/Taiwan/74/2004	2004	B/HongKong/330/2001	B/HongKong/330/2001	2001	20	Lin2007
B/Taiwan/75/2004	B/Taiwan/75/2004	2004	B/HongKong/330/2001	B/HongKong/330/2001	2001	20	Lin2007
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Te/80/02	B/Tehran/80/2002	2002	160	MRC2003
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2003
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Te/80/02	B/Tehran/80/2002	2002	160	MRC2004
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2004
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Feb1
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb1
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Feb2
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb2
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehr/80/02	B/Tehran/80/2002	2002	80	MRC2005Feb3
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb3
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehr/80/02	B/Tehran/80/2002	2002	80	MRC2005Feb4
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb4
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Feb5
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb5
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Sep1
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Sep1
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Sep2
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	80	MRC2005Sep2
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2006MarVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2006MarVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2006SepVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2006SepVic2
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2007MarVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2007SepVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	80	MRC2008MarVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02_F20/03	B/Brisbane/32/2002	2002	80	MRC2008SepVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	80	MRC2009FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	160	MRC2009SepVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	160	MRC2010FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Tehran/80/2002	B/Tehran/80/2002	2002	160	Puzelli2004
B/HongKong/335/2001	B/HongKong/335/2001	2001	B/Te/80/02	B/Tehran/80/2002	2002	80	MRC2003
B/HongKong/335/2001	B/HongKong/335/2001	2001	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2003
B/HongKong/330/2001	B/HongKong/330/2001	2001	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	160	Lin2007
B/HongKong/330/2001	B/HongKong/330/2001	2001	B/Tehran/80/2002	B/Tehran/80/2002	2002	160	Puzelli2004
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Te/80/02	B/Tehran/80/2002	2002	320	MRC2003
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2003
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Te/80/02	B/Tehran/80/2002	2002	160	MRC2003
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2003
B/Dakar/31/2002	B/Dakar/31/2002	2002	B/Te/80/02	B/Tehran/80/2002	2002	320	MRC2003
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Te/80/02	B/Tehran/80/2002	2002	320	MRC2004
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2004
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Te/80/02	B/Tehran/80/2002	2002	80	MRC2004
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2004
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	640	MRC2005Feb1
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2005Feb1
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Feb1
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2005Feb1
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	640	MRC2005Feb2
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2005Feb2
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Feb2
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2005Feb2
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	320	MRC2005Feb3
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2005Feb3
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	80	MRC2005Feb3
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2005Feb3
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	320	MRC2005Feb4
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb4
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	80	MRC2005Feb4
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb4
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Feb5
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	80	MRC2005Feb5
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Feb5
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb5
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	320	MRC2005Sep1
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Sep1
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	80	MRC2005Sep1
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Sep1
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	320	MRC2005Sep2
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	80	MRC2005Sep2
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Sep2
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Sep2
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2006MarVic
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2006MarVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2006MarVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2006MarVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2006SepVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2006SepVic2
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2007MarVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2007SepVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	80	MRC2008MarVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02_F20/03	B/Brisbane/32/2002	2002	80	MRC2008SepVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	80	MRC2009FebVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	40	MRC2009SepVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	160	MRC2010FebVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	BRIS/32/2002_F778	B/Brisbane/32/2002	2002	320	AusWHO2006
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	320	Barr2006
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	320	Lin2007
B/Tehran/80/2002	B/Tehran/80/2002	2002	B/Tehran/80/2002	B/Tehran/80/2002	2002	320	Puzelli2004
B/HongKong/1434/2002	B/HongKong/1434/2002	2002	B/HK/1434/02	B/HongKong/1434/2002	2002	2560	Daum2006
B/HongKong/1434/2002	B/HongKong/1434/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	640	Daum2006
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/HK/1434/02	B/HongKong/1434/2002	2002	640	Daum2006
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	640	Daum2006
B/HongKong/1434/2002	B/HongKong/1434/2002	2002	B/HK/1434/02	B/HongKong/1434/2002	2002	2560	Daum2006_2
B/HongKong/1434/2002	B/HongKong/1434/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	Daum2006_2
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/HK/1434/02	B/HongKong/1434/2002	2002	1280	Daum2006_2
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/32/02	B/Brisbane/32/2002	2002	320	Daum2006_2
B/Trieste/1/2003	B/Trieste/1/2003	2003	B/Te/80/02	B/Tehran/80/2002	2002	80	MRC2003
B/Trieste/1/2003	B/Trieste/1/2003	2003	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2003
B/Roma/3/2003	B/Roma/3/2003	2003	B/Te/80/02	B/Tehran/80/2002	2002	320	MRC2003
B/Roma/3/2003	B/Roma/3/2003	2003	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2003
B/Barcelona/215/2003	B/Barcelona/215/2003	2003	B/Te/80/02	B/Tehran/80/2002	2002	160	MRC2003
B/Barcelona/215/2003	B/Barcelona/215/2003	2003	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2003
B/Lipetsk/17/2003	B/Lipetsk/17/2003	2003	B/Te/80/02	B/Tehran/80/2002	2002	160	MRC2003
B/Lipetsk/17/2003	B/Lipetsk/17/2003	2003	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2003
B/Geneva/5079/2003	B/Geneva/5079/2003	2003	B/Te/80/02	B/Tehran/80/2002	2002	80	MRC2003
B/Geneva/5079/2003	B/Geneva/5079/2003	2003	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2003
B/Cheju/303/2003	B/Cheju/303/2003	2003	B/Te/80/02	B/Tehran/80/2002	2002	40	MRC2004
B/Cheju/303/2003	B/Cheju/303/2003	2003	B/Bris/32/02	B/Brisbane/32/2002	2002	40	MRC2004
B/Parma/1/2003	B/Parma/1/2003	2003	B/Tehran/80/2002	B/Tehran/80/2002	2002	80	Puzelli2004
B/Roma/1/2003	B/Roma/1/2003	2003	B/Tehran/80/2002	B/Tehran/80/2002	2002	160	Puzelli2004
B/Roma/2/2003	B/Roma/2/2003	2003	B/Tehran/80/2002	B/Tehran/80/2002	2002	160	Puzelli2004
B/Roma/3/2003	B/Roma/3/2003	2003	B/Tehran/80/2002	B/Tehran/80/2002	2002	320	Puzelli2004
B/Hawaii/13/2004	B/Hawaii/13/2004	2004	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Feb3
B/Hawaii/13/2004	B/Hawaii/13/2004	2004	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Feb3
B/Phitsanulok/2053/2004	B/Phitsanulok/2053/2004	2004	B/Tehr/80/02	B/Tehran/80/2002	2002	80	MRC2005Feb5
B/Phitsanulok/2053/2004	B/Phitsanulok/2053/2004	2004	B/Bris/32/02	B/Brisbane/32/2002	2002	40	MRC2005Feb5
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Tehr/80/02	B/Tehran/80/2002	2002	80	MRC2006MarVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2006MarVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2006SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2006SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2007MarVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2007SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	320	MRC2008MarVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02_F20/03	B/Brisbane/32/2002	2002	80	MRC2008SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	160	MRC2009FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	80	MRC2009SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	320	MRC2010FebVic
B/Hawaii/33/2004	B/Hawaii/33/2004	2004	BRIS/32/2002_F778	B/Brisbane/32/2002	2002	320	AusWHO2006
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	BRIS/32/2002_F778	B/Brisbane/32/2002	2002	320	AusWHO2006
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	320	Barr2006
B/Taiwan/14/2004	B/Taiwan/14/2004	2004	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	<20	Lin2007
B/Taiwan/39/2004	B/Taiwan/39/2004	2004	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	<20	Lin2007
B/Taiwan/61/2004	B/Taiwan/61/2004	2004	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	20	Lin2007
B/Taiwan/74/2004	B/Taiwan/74/2004	2004	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	20	Lin2007
B/Taiwan/75/2004	B/Taiwan/75/2004	2004	B/Brisbane/32/2002	B/Brisbane/32/2002	2002	20	Lin2007
B/Parma/2/2004	B/Parma/2/2004	2004	B/Tehran/80/2002	B/Tehran/80/2002	2002	80	Puzelli2004
B/Parma/3/2004	B/Parma/3/2004	2004	B/Tehran/80/2002	B/Tehran/80/2002	2002	80	Puzelli2004
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	<40	MRC2005Sep1
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	40	MRC2005Sep1
B/Khabarovsk/14/2005	B/Khabarovsk/14/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	<40	MRC2005Sep1
B/Khabarovsk/14/2005	B/Khabarovsk/14/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	40	MRC2005Sep1
B/Lisbon/32/2005	B/Lisbon/32/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	40	MRC2005Sep1
B/Lisbon/32/2005	B/Lisbon/32/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	40	MRC2005Sep1
B/Romania/700/2005	B/Romania/700/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	<40	MRC2005Sep1
B/Romania/700/2005	B/Romania/700/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	<40	MRC2005Sep1
B/Turkey/389/2005	B/Turkey/389/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	<40	MRC2005Sep1
B/Turkey/389/2005	B/Turkey/389/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	<40	MRC2005Sep1
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	<40	MRC2005Sep2
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	<40	MRC2005Sep2
B/Illinois/13/2005	B/Illinois/13/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Sep2
B/Illinois/13/2005	B/Illinois/13/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2005Sep2
B/Victoria/505/2005	B/Victoria/505/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	160	MRC2005Sep2
B/Victoria/505/2005	B/Victoria/505/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	80	MRC2005Sep2
B/Johannesburg/27/2005	B/Johannesburg/27/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	40	MRC2005Sep2
B/Johannesburg/27/2005	B/Johannesburg/27/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	40	MRC2005Sep2
B/Johannesburg/403/2005	B/Johannesburg/403/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	<40	MRC2005Sep2
B/Johannesburg/403/2005	B/Johannesburg/403/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	<40	MRC2005Sep2
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Tehr/80/02	B/Tehran/80/2002	2002	80	MRC2006MarVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	80	MRC2006MarVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	320	MRC2006SepVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2006SepVic2
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2007MarVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	160	MRC2007SepVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	160	MRC2008MarVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02_F20/03	B/Brisbane/32/2002	2002	160	MRC2008SepVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	80	MRC2009FebVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	160	MRC2009SepVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/32/02_F2/03	B/Brisbane/32/2002	2002	160	MRC2010FebVic
B/Ohio/1/2005	B/Ohio/1/2005	2005	BRIS/32/2002_F778	B/Brisbane/32/2002	2002	160	AusWHO2006
B/Nepal/1120/2005	B/Nepal/1120/2005	2005	B/HK/1434/02	B/HongKong/1434/2002	2002	320	Daum2006_2
B/Nepal/1120/2005	B/Nepal/1120/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	160	Daum2006_2
B/Nepal/1139/2005	B/Nepal/1139/2005	2005	B/HK/1434/02	B/HongKong/1434/2002	2002	1280	Daum2006_2
B/Nepal/1139/2005	B/Nepal/1139/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	640	Daum2006_2
B/Nepal/1087/2005	B/Nepal/1087/2005	2005	B/HK/1434/02	B/HongKong/1434/2002	2002	640	Daum2006_2
B/Nepal/1087/2005	B/Nepal/1087/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	320	Daum2006_2
B/Nepal/1090/2005	B/Nepal/1090/2005	2005	B/HK/1434/02	B/HongKong/1434/2002	2002	1280	Daum2006_2
B/Nepal/1090/2005	B/Nepal/1090/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	640	Daum2006_2
B/Nepal/1092/2005	B/Nepal/1092/2005	2005	B/HK/1434/02	B/HongKong/1434/2002	2002	640	Daum2006_2
B/Nepal/1092/2005	B/Nepal/1092/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	320	Daum2006_2
B/Nepal/1101/2005	B/Nepal/1101/2005	2005	B/HK/1434/02	B/HongKong/1434/2002	2002	640	Daum2006_2
B/Nepal/1101/2005	B/Nepal/1101/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	320	Daum2006_2
B/Nepal/1118/2005	B/Nepal/1118/2005	2005	B/HK/1434/02	B/HongKong/1434/2002	2002	320	Daum2006_2
B/Nepal/1118/2005	B/Nepal/1118/2005	2005	B/Bris/32/02	B/Brisbane/32/2002	2002	320	Daum2006_2
B/Nepal/1122/2005	B/Nepal/1122/2005	2005	B/HK/1434/02	B/HongKong/1434/2002	2002	80	Daum2006_2
